1	18	1672551389
1	30	1672554692
1	23	1672557501
1	16	1672571362
1	6	1672574111
1	37	1672575970
1	16	1672597059
1	34	1672604746
1	18	1672607313
1	21	1672620385
1	26	1672640516
1	2	1672641201
1	40	1672663968
1	7	1672665896
1	31	1672681563
1	3	1672683700
1	30	1672705092
1	33	1672709059
1	26	1672714622
1	20	1672723615
1	18	1672732665
1	19	1672732892
1	19	1672735964
1	38	1672752270
1	40	1672756030
1	20	1672763824
1	34	1672781832
1	33	1672785176
1	28	1672810395
1	39	1672830226
1	8	1672848842
1	20	1672852734
1	37	1672854857
1	8	1672877775
1	20	1672894317
1	10	1672908993
1	30	1672909636
1	40	1672918494
1	18	1672928288
1	23	1672932739
1	40	1672934667
1	11	1672956196
1	19	1672959529
1	28	1672969234
1	9	1673006405
1	8	1673009319
1	23	1673035548
1	13	1673039518
1	17	1673045528
1	17	1673058160
1	18	1673058518
1	28	1673069007
1	27	1673075233
1	17	1673078218
1	20	1673079504
1	16	1673082407
1	36	1673107067
1	20	1673117966
1	32	1673120343
1	36	1673135891
1	29	1673136611
1	4	1673139768
1	11	1673147697
1	28	1673153020
1	4	1673189549
1	7	1673189769
1	31	1673201286
1	9	1673207641
1	26	1673214166
1	20	1673252651
1	17	1673253394
1	26	1673257496
1	6	1673274485
1	7	1673278604
1	8	1673279558
1	35	1673292612
1	20	1673302345
1	29	1673308029
1	30	1673308196
1	29	1673309281
1	16	1673312535
1	27	1673323345
1	29	1673333167
1	16	1673341860
1	35	1673370397
1	9	1673375040
1	37	1673383723
1	5	1673397973
1	26	1673425849
1	30	1673427127
1	10	1673445000
1	36	1673445010
1	36	1673448350
1	33	1673481331
1	27	1673485596
1	17	1673489386
1	27	1673493510
1	19	1673499623
1	34	1673510809
1	37	1673518624
1	38	1673542368
1	10	1673542792
1	3	1673551161
1	1	1673562327
1	18	1673564888
1	19	1673569053
1	2	1673591427
1	26	1673591865
1	21	1673592506
1	6	1673625747
1	33	1673631268
1	32	1673643171
1	19	1673648048
1	22	1673652276
1	16	1673661062
1	28	1673670915
1	20	1673674081
1	30	1673684650
1	36	1673706832
1	38	1673708542
1	37	1673714907
1	39	1673715212
1	33	1673718206
1	31	1673722041
1	35	1673723703
1	38	1673729423
1	30	1673755551
1	34	1673755739
1	35	1673756256
1	31	1673766658
1	28	1673766742
1	40	1673786866
1	23	1673801911
1	19	1673808943
1	8	1673812877
1	17	1673817519
1	29	1673840145
1	30	1673848101
1	7	1673869866
1	39	1673872206
1	39	1673892071
1	19	1673898940
1	16	1673922185
1	7	1673950163
1	9	1673956228
1	8	1673959514
1	37	1673965401
1	6	1673982894
1	18	1673991077
1	9	1674010089
1	16	1674011840
1	16	1674020625
1	16	1674027878
1	8	1674039135
1	26	1674053172
1	3	1674055356
1	37	1674058241
1	20	1674061209
1	20	1674067797
1	18	1674071097
1	39	1674082538
1	31	1674115833
1	30	1674116500
1	22	1674133468
1	20	1674154935
1	17	1674178887
1	13	1674189668
1	19	1674194284
1	20	1674199637
1	38	1674210365
1	39	1674215239
1	5	1674226030
1	10	1674230206
1	38	1674232691
1	31	1674253377
1	26	1674269863
1	20	1674270688
1	40	1674276797
1	26	1674292312
1	20	1674293991
1	6	1674299026
1	38	1674307877
1	8	1674308332
1	36	1674315359
1	21	1674320909
1	19	1674327446
1	18	1674337129
1	20	1674337606
1	16	1674352429
1	17	1674356214
1	27	1674371026
1	30	1674372496
1	9	1674385242
1	39	1674399016
1	8	1674401047
1	36	1674404844
1	33	1674409198
1	33	1674411310
1	34	1674413865
1	31	1674422047
1	18	1674445719
1	29	1674454320
1	37	1674474998
1	39	1674487954
1	34	1674504850
1	35	1674506669
1	31	1674546834
1	17	1674547132
1	24	1674552069
1	18	1674552997
1	7	1674559127
1	17	1674559151
1	10	1674568317
1	39	1674572208
1	7	1674579375
1	38	1674596677
1	28	1674604344
1	20	1674609200
1	17	1674610829
1	20	1674611621
1	28	1674611982
1	40	1674646261
1	6	1674655396
1	18	1674667966
1	11	1674673564
1	18	1674699149
1	30	1674709846
1	40	1674717106
1	7	1674741410
1	36	1674744651
1	38	1674751516
1	9	1674751781
1	16	1674767410
1	9	1674776696
1	1	1674790219
1	29	1674797889
1	32	1674800207
1	26	1674802453
1	37	1674818176
1	9	1674823866
1	31	1674841089
1	30	1674845311
1	31	1674852323
1	23	1674855229
1	20	1674861967
1	19	1674865487
1	18	1674871507
1	22	1674875030
1	27	1674879450
1	19	1674897999
1	7	1674913386
1	33	1674945536
1	18	1674947856
1	25	1674952712
1	17	1674971879
1	38	1674997111
1	28	1675003274
1	9	1675008635
1	16	1675013560
1	5	1675015410
1	14	1675017272
1	18	1675020530
1	20	1675026110
1	18	1675039765
1	31	1675046191
1	27	1675057626
1	10	1675084129
1	38	1675097622
1	20	1675099398
1	34	1675102827
1	11	1675130312
2	2	1672558273
2	28	1672558699
2	4	1672562178
2	32	1672576623
2	19	1672582875
2	33	1672594882
2	13	1672603607
2	33	1672623348
2	34	1672644295
2	3	1672656593
2	22	1672665858
2	21	1672683954
2	34	1672699163
2	1	1672701446
2	2	1672702451
2	33	1672712935
2	3	1672714709
2	13	1672718966
2	35	1672721202
2	33	1672723809
2	25	1672745614
2	32	1672756246
2	24	1672758507
2	33	1672773227
2	31	1672773855
2	5	1672798499
2	24	1672829497
2	4	1672829682
2	35	1672834578
2	22	1672843680
2	21	1672847140
2	21	1672855994
2	32	1672856230
2	22	1672857080
2	30	1672860156
2	24	1672865698
2	2	1672896834
2	32	1672914769
2	39	1672919252
2	22	1672934292
2	21	1672942188
2	24	1672972448
2	32	1672989875
2	34	1672997606
2	2	1672998800
2	32	1673007165
2	20	1673007701
2	25	1673025971
2	35	1673030417
2	31	1673031628
2	24	1673034950
2	35	1673041072
2	32	1673055088
2	6	1673063374
2	3	1673066901
2	34	1673067645
2	5	1673079886
2	40	1673081809
2	39	1673085062
2	31	1673086931
2	32	1673088687
2	33	1673110907
2	22	1673115323
2	35	1673116478
2	33	1673121210
2	25	1673122132
2	33	1673133487
2	13	1673135356
2	22	1673148433
2	2	1673161897
2	3	1673166035
2	11	1673168175
2	31	1673170543
2	34	1673180192
2	33	1673205353
2	23	1673229180
2	33	1673230332
2	7	1673253872
2	11	1673257165
2	33	1673262632
2	29	1673279654
2	25	1673297055
2	32	1673312027
2	24	1673323722
2	33	1673330264
2	3	1673335793
2	12	1673382234
2	5	1673391969
2	35	1673394790
2	32	1673413321
2	33	1673420193
2	39	1673420335
2	3	1673420615
2	31	1673443478
2	22	1673444536
2	33	1673446323
2	23	1673452629
2	34	1673463345
2	22	1673467222
2	33	1673471561
2	6	1673475312
2	24	1673476554
2	5	1673483765
2	11	1673485256
2	37	1673500883
2	17	1673513829
2	31	1673517249
2	33	1673519355
2	23	1673524672
2	31	1673533492
2	11	1673539893
2	21	1673555731
2	33	1673555990
2	32	1673568684
2	24	1673570146
2	3	1673590204
2	2	1673592236
2	30	1673592916
2	31	1673613260
2	37	1673614172
2	31	1673616571
2	22	1673619949
2	31	1673633162
2	33	1673633819
2	34	1673639488
2	32	1673639582
2	6	1673651039
2	1	1673656798
2	2	1673657151
2	31	1673666973
2	4	1673674051
2	17	1673691178
2	23	1673697554
2	25	1673699961
2	39	1673700559
2	33	1673703354
2	34	1673703732
2	35	1673716228
2	39	1673721349
2	22	1673732511
2	32	1673745038
2	1	1673747263
2	33	1673747465
2	31	1673748187
2	1	1673760024
2	31	1673782356
2	24	1673787743
2	34	1673797301
2	10	1673820898
2	1	1673836528
2	34	1673839972
2	15	1673842789
2	37	1673850093
2	38	1673852345
2	31	1673864362
2	34	1673867198
2	12	1673872934
2	7	1673877336
2	16	1673879921
2	24	1673885481
2	34	1673888548
2	23	1673890493
2	34	1673896279
2	18	1673906573
2	31	1673908345
2	34	1673909075
2	4	1673933099
2	32	1673937619
2	4	1673945410
2	21	1673950757
2	31	1673952367
2	23	1673970630
2	32	1673975853
2	34	1673980468
2	17	1673994590
2	16	1673996396
2	2	1673996815
2	3	1674006498
2	33	1674011778
2	32	1674017417
2	35	1674022802
